host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,n_host_verifications
1,0.25,FALSE,0,0,TRUE,TRUE,Manhattan,Private room,2,1,1,1.593526985,75,31,730,31,31,730,730,31,730,TRUE,30,60,90,365,131,2,0,4.65,4.49,4.86,4.87,4.88,4.61,FALSE,1,0,1,0,1.07,4
0.89073136,0,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,150,30,200,30,30,200,200,30,200,TRUE,4,4,4,162,58,0,0,4.7,4.35,4.84,4.94,4.88,4.69,FALSE,1,1,0,0,0.55,6
1,1,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,2,1,1,1.593526985,150,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,14,289,58,7,0,4.69,4.62,4.79,4.83,4.77,4.61,FALSE,3,0,3,0,0.53,5
1,0.36,TRUE,2,2,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,81,30,90,30,30,90,90,30,90,TRUE,14,16,46,321,28,0,0,4.76,4.75,4.75,4.83,4.5,4.67,FALSE,2,0,2,0,0.21,7
1,0.84,TRUE,0,0,TRUE,TRUE,Brooklyn,Private room,3,2,1,2,90,30,365,30,30,365,365,30,365,TRUE,0,1,31,212,21,1,0,4.3,4.05,4,4.15,4.2,4.15,FALSE,4,0,4,0,0.24,6
1,1,TRUE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,158,4,180,4,4,180,180,4,180,TRUE,3,15,45,313,202,26,4,4.83,4.78,4.91,4.9,4.89,4.81,FALSE,3,1,2,0,1.86,7
0.9,0.83,FALSE,4,4,TRUE,TRUE,Queens,Private room,2,1,1,1,65,30,365,30,30,365,365,30,365,TRUE,30,60,90,365,53,0,0,4.42,4.7,4.5,4.48,3.88,4.38,FALSE,4,0,4,0,0.39,4
1,1,TRUE,1,1,TRUE,TRUE,Queens,Entire home/apt,4,1,2,2,140,4,1125,3,30,1125,1125,8.4,1125,TRUE,2,2,5,137,14,10,2,4.93,4.86,5,4.93,4.93,5,FALSE,1,1,0,0,6.77,6
0.89073136,0.768297462,TRUE,5,5,TRUE,TRUE,Queens,Entire home/apt,4,1,1,1.593526985,107,30,365,30,30,365,365,30,365,TRUE,20,50,80,355,33,0,0,4.34,4.3,4.59,4.78,4.44,4.35,FALSE,6,5,1,0,0.28,5
0.89073136,0.768297462,TRUE,5,5,TRUE,TRUE,Queens,Private room,7,1,2,3,186,30,730,30,30,730,730,30,730,TRUE,30,60,90,365,6,0,0,4,4.25,4.5,5,4.25,4.25,FALSE,6,5,1,0,0.05,5
0.89073136,0.768297462,TRUE,5,5,TRUE,TRUE,Queens,Entire home/apt,12,2,4,8,350,30,730,30,30,730,730,30,730,TRUE,8,38,68,343,16,0,0,4.71,4.44,4.81,4.63,4.69,4.44,FALSE,6,5,1,0,0.5,5
1,1,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,74,2,365,2,2,1125,1125,2,1125,TRUE,15,15,43,318,117,23,2,4.69,4.68,4.91,4.89,4.95,4.85,FALSE,3,0,3,0,0.94,5
1,0.58,TRUE,3,3,TRUE,TRUE,Bronx,Private room,2,1.5,1,1,55,1,28,1,1,28,28,1,28,TRUE,17,47,77,352,196,15,3,4.89,4.85,4.97,4.97,4.62,4.84,FALSE,3,0,3,0,1.95,4
0.9,0.83,FALSE,4,4,TRUE,TRUE,Queens,Private room,2,1,1,1,65,30,365,30,30,365,365,30,365,FALSE,0,0,0,0,62,0,0,4.35,4.85,4.55,4.45,3.91,4.45,FALSE,4,0,4,0,0.46,4
1,0.98,TRUE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,100,5,21,5,5,1125,1125,5,1125,TRUE,4,34,64,248,246,18,2,4.85,4.88,4.97,4.88,4.48,4.81,TRUE,1,0,1,0,2.27,8
1,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,85,3,18,3,3,18,18,3,18,TRUE,0,0,0,0,38,1,1,4.79,4.79,5,4.97,4.85,4.74,TRUE,1,0,1,0,0.87,5
1,0.62,FALSE,5,5,TRUE,TRUE,Manhattan,Private room,2,1,1,1,76,3,30,1,3,30,30,3,30,TRUE,8,38,68,68,218,10,1,4.65,4.57,4.67,4.74,4.48,4.64,FALSE,2,0,2,0,1.77,6
1,1,TRUE,13,13,TRUE,FALSE,Queens,Entire home/apt,2,1,1,2,149,3,29,3,3,29,29,3,29,TRUE,10,36,66,341,74,35,2,4.8,4.77,4.96,4.91,4.91,4.8,FALSE,1,1,0,0,1.09,3
1,0.59,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,168,3,90,3,3,90,90,3,90,TRUE,1,3,3,5,248,6,2,4.69,4.81,4.95,4.94,4.89,4.62,FALSE,1,1,0,0,2.86,7
1,0.83,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,2,250,3,365,3,3,365,365,3,365,TRUE,0,0,0,0,116,7,0,4.82,4.74,4.92,4.94,4.88,4.66,FALSE,1,1,0,0,1.3,5
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,294,2,7,2,2,7,7,2,7,TRUE,0,7,22,191,147,23,2,4.98,4.97,4.97,5,4.97,4.91,FALSE,1,1,0,0,1.7,4
1,0.98,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,160,3,365,3,3,1125,1125,3,1125,TRUE,5,26,44,237,296,32,3,4.85,4.94,4.9,4.92,4.56,4.8,FALSE,2,2,0,0,2.56,6
0.89073136,0.768297462,TRUE,2,2,TRUE,TRUE,Manhattan,Private room,2,1.5,1,1,58,2,27,2,2,1125,1125,2,1125,TRUE,0,4,14,174,578,56,3,4.7,4.73,4.74,4.81,4.65,4.7,FALSE,2,0,2,0,4.76,4
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Brooklyn,Private room,4,1,2,3,139,2,30,2,2,30,30,2,30,TRUE,0,0,0,65,25,0,0,4.72,4.64,4.76,4.76,4.84,4.8,FALSE,1,0,1,0,0.8,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,150,30,90,30,30,90,90,30,90,TRUE,30,60,90,365,57,0,0,4.65,4.67,4.85,4.98,4.69,4.6,FALSE,1,1,0,0,0.51,4
0.89073136,0.768297462,TRUE,5,5,TRUE,TRUE,Queens,Entire home/apt,9,1,3,1,188,30,730,30,30,730,730,30,730,TRUE,30,60,90,365,2,0,0,5,5,5,5,5,5,FALSE,6,5,1,0,0.02,5
1,0.41,TRUE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,5,1,2,2,250,7,31,7,7,31,31,7,31,TRUE,0,30,48,48,34,10,0,4.71,4.44,4.85,4.97,4.65,4.62,FALSE,2,2,0,0,0.42,7
1,1,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,6,1,3,3,500,30,365,30,30,365,365,30,365,TRUE,0,0,0,275,107,1,0,4.37,4.15,4.52,4.58,4.5,4.21,TRUE,1,1,0,0,1.54,8
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1.593526985,195,45,60,45,45,60,60,45,60,TRUE,0,0,4,279,37,0,0,4.79,4.65,4.97,4.94,4.85,4.71,FALSE,1,1,0,0,0.56,4
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,1,250,30,365,30,30,365,365,30,365,TRUE,0,0,0,0,10,0,0,4.88,4.29,4.86,5,5,4.71,FALSE,1,1,0,0,0.08,4
1,0.62,FALSE,5,5,TRUE,TRUE,Manhattan,Private room,2,1.5,1,2,111,3,30,1,3,30,30,3,30,TRUE,0,27,57,57,219,3,0,4.72,4.67,4.68,4.71,4.45,4.63,FALSE,2,0,2,0,1.77,6
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Manhattan,Private room,2,1,1,1,125,30,365,30,30,365,365,30,365,TRUE,30,60,90,365,3,0,0,5,4.67,5,5,4.67,4.67,FALSE,1,0,1,0,0.12,2
1,1,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,6,1,1,2,135,30,1125,30,30,1125,1125,30,1125,TRUE,4,34,64,339,163,0,0,4.53,4.37,4.81,4.84,4.83,4.42,TRUE,2,1,1,0,1.39,7
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,6,1,3,3,211,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,4,0,0,5,4.75,4.5,5,5,5,FALSE,1,1,0,0,0.03,6
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Manhattan,Entire home/apt,3,1,1,1.593526985,110,200,730,200,200,730,730,200,730,TRUE,0,0,0,0,92,0,0,4.23,4.05,4.53,4.52,4.84,4.41,FALSE,1,1,0,0,0.75,4
1,0.5,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,130,30,69,30,30,69,69,30,69,TRUE,19,49,79,169,61,0,0,4.82,4.88,4.75,4.97,4.98,4.78,FALSE,1,1,0,0,0.52,6
0.89073136,0,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,170,30,60,30,30,60,60,30,60,TRUE,10,26,56,331,30,0,0,4.81,4.41,4.93,4.9,4.86,4.72,FALSE,1,1,0,0,0.24,3
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1.323567139,2,175,4,365,4,4,365,365,4,365,TRUE,0,0,0,187,206,8,0,4.3,3.96,4.48,4.23,4.75,4.38,FALSE,2,2,0,0,1.59,4
1,0.2,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,205,30,62,30,30,62,62,30,62,TRUE,0,19,49,49,68,0,0,4.9,4.75,4.84,4.89,4.91,4.78,FALSE,1,1,0,0,0.77,7
0.9,0.82,FALSE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,4,2,2,2,285,3,90,3,3,90,90,3,90,TRUE,4,27,57,318,145,15,1,4.78,4.68,4.92,4.9,4.85,4.7,FALSE,3,3,0,0,1.7,4
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,135,30,1124,30,30,1125,1125,30,1125,TRUE,0,0,0,0,268,0,0,4.59,4.76,4.9,4.88,4.23,4.59,FALSE,2,2,0,0,2.16,6
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,4,2,2,2,390,7,365,7,7,365,365,7,365,TRUE,0,0,0,0,153,0,0,4.37,3.81,4.46,4.36,4.64,4.23,FALSE,2,2,0,0,1.32,4
0.9,0.19,FALSE,5,5,TRUE,TRUE,Brooklyn,Private room,1,1,1,3,50,31,1125,31,31,1125,1125,31,1125,TRUE,0,0,4,279,14,0,0,4.92,4.69,4.75,4.92,4.67,4.5,FALSE,4,0,4,0,0.19,8
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1.593526985,100,3,29,3,3,1125,1125,3,1125,TRUE,1,4,5,255,308,0,0,4.79,4.83,4.89,4.89,4.41,4.72,FALSE,1,0,1,0,2.46,5
1,0.5,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,75,30,182,30,30,1125,1125,30,1125,TRUE,3,33,63,338,45,0,0,4.82,4.91,4.87,4.76,4.4,4.8,FALSE,1,0,1,0,0.36,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,2,105,30,45,30,30,45,45,30,45,TRUE,13,43,73,73,69,0,0,4.53,4.52,4.73,4.79,4.28,4.46,FALSE,1,1,0,0,0.75,5
1,1,FALSE,2,2,TRUE,FALSE,Brooklyn,Private room,3,1,1,1,60,30,365,30,30,365,365,30,365,TRUE,0,2,32,307,244,0,0,4.78,4.8,4.82,4.72,4.51,4.78,FALSE,2,0,2,0,5.62,5
1,0.75,FALSE,2,2,TRUE,FALSE,Manhattan,Private room,2,1,1,1,40,7,1125,7,7,1125,1125,7,1125,TRUE,3,33,59,59,224,9,3,4.56,4.17,4.77,4.87,4.81,4.59,FALSE,2,0,2,0,2.21,4
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Brooklyn,Private room,3,1.5,2,2,75,5,30,5,5,30,30,5,30,TRUE,0,18,48,323,63,0,0,4.92,4.97,4.94,4.98,4.37,4.77,FALSE,1,0,1,0,0.82,3
0.89073136,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,85,10,300,10,10,1125,1125,10,1125,TRUE,0,0,0,0,56,0,0,4.67,4.84,4.91,4.96,4.79,4.64,FALSE,1,1,0,0,0.9,4
0.75,0.6,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,106,30,120,30,30,120,120,30,120,TRUE,0,1,31,91,159,1,0,4.52,4.58,4.62,4.85,4.66,4.53,FALSE,1,1,0,0,2.2,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,1,1,1,1,75,3,14,3,3,14,14,3,14,TRUE,3,33,63,338,20,0,0,4.9,4.89,5,5,4.8,4.9,FALSE,1,0,1,0,0.4,7
1,0,TRUE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,4,1,2,2,190,30,90,30,30,90,90,30,90,TRUE,0,0,0,52,68,0,0,4.87,4.99,4.97,4.99,4.97,4.73,FALSE,1,1,0,0,0.58,3
1,0.88,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,278,3,60,3,3,60,60,3,60,TRUE,12,42,72,72,122,25,1,4.93,4.77,4.75,4.93,4.93,4.78,FALSE,1,1,0,0,1.85,8
0.95,0.68,TRUE,3,3,TRUE,TRUE,Manhattan,Entire home/apt,7,1,2,3,485,1,1125,1,1,1125,1125,1,1125,TRUE,16,42,72,347,161,29,3,4.86,4.74,4.95,4.96,4.92,4.71,FALSE,3,3,0,0,2.13,6
1,1,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,5,1,2,2,76,30,365,30,30,1125,1125,30,1125,TRUE,2,3,7,282,216,5,0,4.35,4.33,4.79,4.82,4.35,4.47,FALSE,1,1,0,0,1.92,8
1,1,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,1.593526985,130,2,360,2,28,360,360,6.5,360,TRUE,0,19,19,168,259,9,5,4.82,4.9,4.94,4.9,4.97,4.77,FALSE,2,2,0,0,2.44,9
1,0.93,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,190,2,270,2,3,1125,1125,2,1125,TRUE,2,16,40,291,152,54,5,4.99,4.98,4.99,4.98,4.96,4.89,FALSE,2,2,0,0,1.75,4
1,1,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,115,28,365,14,28,1125,1125,27.4,1125,TRUE,0,23,53,269,38,7,1,4.84,4.68,5,5,4.68,4.73,TRUE,1,1,0,0,0.5,6
1,0.78,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,86,30,89,30,30,89,89,30,89,TRUE,1,1,26,26,71,7,1,4.88,4.93,4.99,5,4.93,4.83,FALSE,1,1,0,0,1.04,4
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,122,30,200,30,30,200,200,30,200,TRUE,0,0,0,4,105,0,0,4.79,4.82,4.96,4.99,4.67,4.73,FALSE,1,0,1,0,0.85,7
1,0.11,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,199,15,200,15,15,200,200,15,200,TRUE,3,32,62,337,33,0,0,4.97,4.97,5,4.9,4.97,4.81,FALSE,1,1,0,0,0.28,5
1,0,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,100,30,30,30,30,30,30,30,30,TRUE,3,33,63,338,7,0,0,4.86,4.57,4.86,4.86,4.86,4.86,FALSE,1,0,1,0,0.08,5
1,0.93,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,6,1,3,3,595,3,60,3,5,60,60,3.1,60,TRUE,0,0,0,205,226,10,0,4.86,4.88,4.83,4.87,4.78,4.64,FALSE,1,1,0,0,1.73,7
0.89,0.85,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,150,30,120,30,30,120,120,30,120,TRUE,0,0,27,27,56,4,0,4.83,4.47,4.91,4.93,4.96,4.76,FALSE,1,1,0,0,0.63,10
0.97,0.63,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,142,28,1125,28,28,1125,1125,28,1125,TRUE,8,19,49,69,55,5,0,4.83,4.56,4.94,4.94,4.78,4.78,FALSE,2,2,0,0,1.36,5
1,0.62,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,200,30,365,30,30,365,365,30,365,TRUE,0,0,0,65,43,1,0,4.85,4.83,4.95,4.88,4.95,4.73,FALSE,1,1,0,0,0.8,7
1,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,229,1,60,1,1,60,60,1,60,TRUE,0,0,0,0,50,0,0,4.98,4.8,4.93,4.98,4.84,4.84,FALSE,1,1,0,0,0.38,5
1,1,FALSE,2,2,TRUE,TRUE,Bronx,Entire home/apt,2,1,1,1,90,30,1125,30,30,1125,1125,30,1125,TRUE,0,26,55,216,11,3,1,4.64,4.91,4.91,4.91,4.91,4.82,FALSE,2,1,1,0,0.47,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1.593526985,110,30,90,30,30,90,90,30,90,TRUE,0,0,0,0,37,0,0,4.51,4.14,4.86,4.83,4.97,4.71,FALSE,1,1,0,0,0.47,9
1,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,85,7,14,7,7,14,14,7,14,TRUE,0,0,0,0,35,1,0,4.52,4.52,4.67,4.61,4.85,4.55,FALSE,1,0,1,0,1.16,9
0.67,0.71,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,129,15,70,15,15,1125,1125,15,1125,TRUE,0,2,2,126,80,10,0,4.64,4.38,4.79,4.78,4.9,4.4,FALSE,1,1,0,0,1.18,5
0.1,0.44,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,2,80,30,365,30,30,365,365,30,365,TRUE,4,10,40,315,36,0,0,4.12,3.94,4.88,4.68,4.12,4.26,FALSE,2,2,0,0,0.44,5
1,0.94,FALSE,1,1,TRUE,TRUE,Queens,Entire home/apt,3,1,1,2,119,7,1125,7,7,1125,1125,7,1125,TRUE,3,33,63,338,230,5,1,4.66,4.6,4.89,4.91,4.3,4.66,FALSE,1,1,0,0,2.53,6
1,0,FALSE,0,0,FALSE,FALSE,Manhattan,Entire home/apt,5,1,2,2,149,30,90,30,30,90,90,30,90,TRUE,17,47,77,77,47,0,0,4.67,4.36,4.77,4.83,4.51,4.68,FALSE,1,1,0,0,0.47,4
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,3,1,1,1,75,30,730,30,30,730,730,30,730,TRUE,0,0,0,0,3,0,0,4.67,4.67,4,4.67,4.67,4.67,FALSE,1,1,0,0,0.02,3
1,0,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,2,150,30,1125,30,30,1125,1125,30,1125,TRUE,3,33,63,338,322,1,0,4.81,4.82,4.86,4.87,4.64,4.77,FALSE,1,1,0,0,2.53,7
0.6,0.2,FALSE,3,3,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,100,28,365,28,28,365,365,28,365,TRUE,30,60,90,365,3,0,0,5,4.33,5,4.67,5,5,FALSE,3,0,3,0,0.02,4
0.89073136,0.768297462,FALSE,27,27,TRUE,TRUE,Brooklyn,Hotel room,2,1,1,1,199,3,365,3,3,365,365,3,365,TRUE,22,52,82,357,38,0,0,4.91,4.95,5,4.89,4.41,4.78,FALSE,30,17,9,0,0.88,6
1,0.42,TRUE,1,1,TRUE,TRUE,Manhattan,Private room,2,1.5,1,2,55,2,60,2,2,60,60,2,60,TRUE,0,0,2,93,198,2,0,4.33,3.9,4.84,4.76,4.84,4.44,FALSE,1,0,1,0,1.72,4
0.89073136,0.768297462,FALSE,27,27,TRUE,TRUE,Brooklyn,Hotel room,4,1,1,2,349,3,365,3,10,365,365,3.2,365,TRUE,16,16,16,16,10,2,2,5,5,5,4.89,4.78,4.56,FALSE,30,17,9,0,0.08,6
0.89073136,0.768297462,FALSE,27,27,TRUE,TRUE,Brooklyn,Private room,4,1,1,2,349,3,365,3,10,365,365,3.2,365,TRUE,25,25,25,25,7,0,0,4.57,4.67,4.83,4.83,3.67,4.83,FALSE,30,17,9,0,0.06,6
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,5,1.5,3,5,69,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,37,0,0,4.86,4.58,4.89,4.83,4.97,4.8,FALSE,2,2,0,0,0.57,8
0.89073136,0.768297462,FALSE,27,27,TRUE,TRUE,Brooklyn,Private room,4,1,1,2,349,3,365,3,10,365,365,3.2,365,TRUE,25,25,25,25,2,0,0,4,5,5,4.5,3.5,4.5,FALSE,30,17,9,0,0.02,6
1,0.33,TRUE,2,2,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,100,1,365,1,30,365,365,3.2,365,TRUE,0,0,0,0,67,0,0,4.87,4.63,4.84,4.85,4.9,4.69,FALSE,2,1,1,0,0.64,6
1,0.33,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,200,30,60,30,30,60,60,30,60,TRUE,3,14,14,85,99,2,0,4.8,4.66,4.93,4.93,4.95,4.65,FALSE,2,1,1,0,1.57,6
0.5,0.29,FALSE,1,1,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1,135,30,30,30,30,30,30,30,30,TRUE,13,43,73,348,275,5,1,4.79,4.7,4.87,4.92,4.83,4.66,FALSE,1,1,0,0,2.28,3
0.89073136,1,TRUE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,5,1,2,3,150,30,365,30,30,365,365,30,365,TRUE,0,13,43,318,73,2,0,4.9,4.92,4.94,4.94,4.92,4.9,FALSE,1,1,0,0,1.08,4
0.2,0,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1.593526985,75,30,60,30,30,60,60,30,60,TRUE,4,34,64,339,250,0,0,4.43,4.41,4.79,4.82,4.17,4.44,FALSE,1,1,0,0,2.2,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,2,3,150,30,200,30,30,200,200,30,200,TRUE,0,30,60,150,6,0,0,4.67,4.8,5,4.8,4.8,4.8,FALSE,1,1,0,0,0.05,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,229,30,90,30,30,90,90,30,90,TRUE,0,0,0,0,44,0,0,4.9,4.78,4.85,4.98,4.76,4.59,FALSE,1,1,0,0,0.34,5
0.89073136,0.768297462,FALSE,27,27,TRUE,TRUE,Brooklyn,Hotel room,2,1,1,1,199,3,365,3,9,365,365,3.2,365,TRUE,21,51,81,356,17,1,0,4.88,5,4.94,4.82,4.82,4.82,FALSE,30,17,9,0,0.14,6
1,0.38,TRUE,1,1,TRUE,TRUE,Queens,Entire home/apt,2,1.5,1,2,75,30,70,30,30,70,70,30,70,TRUE,1,8,8,8,12,1,0,4.9,4.55,4.91,5,4.82,4.73,FALSE,1,1,0,0,0.11,5
1,0.8,TRUE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,80,30,365,30,30,365,365,30,365,TRUE,0,29,59,334,238,0,0,4.45,4.69,4.73,4.62,4.26,4.45,FALSE,2,2,0,0,1.95,6
1,0.98,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,5,1,2,4,140,2,1125,2,2,1125,1125,2,1125,TRUE,7,7,17,285,114,11,0,4.73,4.81,4.93,4.93,4.52,4.66,TRUE,2,2,0,0,1.25,5
1,0.94,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,101,1,14,1,1,1125,1125,1,1125,TRUE,1,31,50,128,16,16,1,4.88,4.88,4.94,4.94,4.88,4.88,TRUE,1,1,0,0,2.4,5
1,0.4,TRUE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,6,1,2,3,127,2,150,2,2,150,150,2,150,TRUE,0,0,1,9,400,0,0,4.76,4.52,4.9,4.86,4.41,4.74,FALSE,1,1,0,0,3.2,5
1,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1.5,1,1,130,6,182,6,6,1125,1125,6,1125,TRUE,2,29,56,331,120,7,2,4.86,4.78,4.83,4.96,4.52,4.7,TRUE,1,1,0,0,1.13,6
1,0.2,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,140,7,365,7,7,365,365,7,365,TRUE,0,0,22,22,15,2,0,5,4.57,5,5,4.79,4.93,FALSE,1,1,0,0,0.12,5
1,0.17,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,6,1,2,4,200,6,30,6,6,30,30,6,30,TRUE,1,1,1,1,6,1,0,4.67,4.83,5,5,4.5,4.5,FALSE,1,1,0,0,0.09,5
1,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,130,30,60,30,30,60,60,30,60,TRUE,1,1,1,127,19,0,0,4.81,4.44,4.94,5,4.67,4.83,FALSE,1,1,0,0,0.18,9
1,0.75,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1.323567139,1,123,30,90,30,30,90,90,30,90,TRUE,0,4,10,122,24,6,1,5,4.75,4.92,5,5,4.83,FALSE,1,1,0,0,0.27,8
1,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,135,30,150,30,30,150,150,30,150,TRUE,0,0,0,1,28,0,0,4.28,4.04,4.68,4.75,4.68,4.32,FALSE,1,1,0,0,0.26,4
1,0.78,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,130,30,90,30,30,90,90,30,90,TRUE,3,3,20,71,109,5,1,4.93,4.92,4.96,4.95,4.79,4.89,FALSE,1,1,0,0,1.25,8
0.89073136,0.768297462,FALSE,4,4,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,222,30,270,30,30,270,270,30,270,TRUE,0,0,0,247,35,2,0,4.84,4.68,4.88,4.91,5,4.67,FALSE,1,1,0,0,0.28,8
0.89073136,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,4,2,3,3,180,30,151,30,30,151,151,30,151,TRUE,0,0,0,0,38,1,0,4.9,4.48,4.97,4.97,4.52,4.58,FALSE,1,0,1,0,0.3,6
