host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,n_host_verifications
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,8,2,3,3,369,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,4,5,4,FALSE,3,1,2,0,0.04,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,170,30,1125,30,30,1125,1125,30,1125,TRUE,0,2,32,32,5,0,0,5,4.8,4.8,5,5,5,FALSE,1,1,0,0,0.19,6
1,0.86,TRUE,7,7,TRUE,TRUE,Bronx,Entire home/apt,2,1,1,1,68,5,1125,5,5,1125,1125,5,1125,TRUE,0,12,13,264,48,24,2,4.92,4.92,5,5,4.88,4.92,FALSE,6,2,4,0,5.69,8
0.8,0.39,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,2,289,2,7,2,2,7,7,2,7,TRUE,2,16,20,20,23,19,0,4.96,5,5,5,5,4.91,FALSE,1,1,0,0,0.88,6
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,84,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,3,1,2,0,0.04,8
0.9,1,FALSE,36,36,TRUE,FALSE,Manhattan,Private room,2,1,1,1,330,1,180,1,1,1125,1125,1,1125,TRUE,8,33,49,313,4,3,0,4.75,4,5,5,5,4.75,TRUE,12,0,1,0,0.16,3
0.9,1,FALSE,36,36,TRUE,FALSE,Manhattan,Hotel room,2,1,1,1,376,1,180,1,1,1125,1125,1,1125,TRUE,10,35,65,324,3,1,0,3.67,3.67,3.67,3.67,3.67,3.67,TRUE,12,0,1,0,0.12,3
0.9,1,FALSE,36,36,TRUE,FALSE,Manhattan,Hotel room,4,1,1,1,401,1,180,1,1,1125,1125,1,1125,TRUE,6,23,47,268,9,4,0,4.78,4.78,4.56,4.22,5,4.33,TRUE,12,0,1,0,0.69,3
0.9,1,FALSE,36,36,TRUE,FALSE,Manhattan,Hotel room,2,1,1,1,343,1,180,1,1,1125,1125,1,1125,TRUE,2,17,47,310,2,2,0,5,5,5,5,5,4.5,TRUE,12,0,1,0,0.25,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Bronx,Shared room,2,1,1,1,55,2,5,2,2,5,5,2,5,TRUE,23,53,83,83,1,0,0,5,5,5,5,5,5,FALSE,1,0,0,1,0.04,6
0.9,1,FALSE,36,36,TRUE,FALSE,Manhattan,Hotel room,2,1,1,1,343,1,180,1,1,1125,1125,1,1125,TRUE,1,14,19,282,5,2,0,4.6,4.4,5,4.2,5,4.6,TRUE,12,0,1,0,0.2,3
1,0.5,TRUE,1,1,TRUE,TRUE,Queens,Entire home/apt,6,1.5,3,5,130,31,1125,31,31,1125,1125,31,1125,TRUE,0,0,0,69,2,0,0,5,5,5,5,4,5,TRUE,1,1,0,0,0.08,6
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Brooklyn,Private room,2,1,1,1,55,30,60,30,30,60,60,30,60,TRUE,0,0,0,0,12,0,0,4.25,4.5,4.58,4.67,4.67,4.67,TRUE,2,0,2,0,0.45,1
0.9,1,FALSE,36,36,TRUE,FALSE,Manhattan,Hotel room,2,1,1,1,343,1,180,1,1,1125,1125,1,1125,TRUE,5,13,34,282,3,2,0,5,5,5,5,4.67,5,TRUE,12,0,1,0,0.12,3
0.9,1,FALSE,36,36,TRUE,FALSE,Manhattan,Hotel room,2,1,1,1,322,1,180,1,1,1125,1125,1,1125,TRUE,9,31,61,333,7,1,0,4.43,4.43,4.71,4.57,4.86,4.14,TRUE,12,0,1,0,0.51,3
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Brooklyn,Private room,2,1,1,1,58,30,50,30,30,50,50,30,50,TRUE,0,0,0,0,8,0,0,4.13,3.63,4,4.13,4,4.13,TRUE,2,0,2,0,0.33,1
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,75,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,4.5,FALSE,1,0,1,0,0.08,4
1,0.95,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,165,8,13,8,8,1125,1125,8,1125,TRUE,4,4,4,8,31,24,3,4.9,4.84,5,5,4.94,4.9,FALSE,1,1,0,0,2.25,4
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,180,30,45,30,30,45,45,30,45,TRUE,0,0,0,0,5,0,0,5,5,4.8,5,5,5,FALSE,1,1,0,0,0.2,5
1,0.29,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,2,250,5,9,5,5,9,9,5,9,TRUE,5,16,46,46,6,4,1,5,4.83,5,5,5,4.67,FALSE,1,1,0,0,0.25,5
0.5,0,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,127,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,180,1,0,0,1,4,3,4,4,2,FALSE,1,1,0,0,0.05,6
1,0.98,TRUE,0,0,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1.323567139,1,112,2,1125,2,2,1125,1125,2,1125,TRUE,2,6,9,25,121,70,3,5,4.99,4.99,5,4.97,4.98,FALSE,1,1,0,0,4.86,2
0.9,1,FALSE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,10,2.5,4,4,250,4,25,4,4,1125,1125,4,1125,TRUE,6,36,58,326,34,26,4,4.56,4.29,4.91,4.71,4.41,4.41,TRUE,1,1,0,0,29.14,2
1,1,TRUE,3,3,TRUE,FALSE,Queens,Entire home/apt,4,1,2,2,143,3,1125,3,3,1125,1125,3,1125,TRUE,25,55,85,360,26,11,0,4.92,4.88,4.88,4.81,4.85,4.85,TRUE,3,3,0,0,1.07,2
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1,245,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,1,0,0,5,3,5,5,4,5,FALSE,1,1,0,0,0.04,3
0.89073136,0.768297462,TRUE,0,0,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,49,30,120,30,30,1125,1125,30,1125,TRUE,0,0,0,0,12,0,0,5,4.92,4.83,4.92,5,4.92,TRUE,2,0,2,0,0.48,10
1,1,FALSE,3,3,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,55,30,180,30,30,1125,1125,30,1125,TRUE,0,4,7,7,27,12,1,4.63,4.67,4.93,4.74,4.63,4.56,TRUE,3,0,3,0,1.11,7
1,0.85,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,33,5,90,5,5,1125,1125,5,1125,TRUE,0,0,4,94,20,7,0,4.7,4.7,5,5,4.65,4.7,FALSE,9,0,3,6,0.76,4
1,0.85,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,29,30,90,30,30,1125,1125,30,1125,TRUE,0,0,4,94,20,0,0,4.8,4.85,4.8,4.8,4.95,4.9,FALSE,9,0,3,6,0.9,4
1,0.9,TRUE,0,0,TRUE,TRUE,Queens,Private room,2,2,1,2,275,4,10,4,4,10,10,4,10,TRUE,29,59,89,364,1,0,0,5,5,5,5,5,4,FALSE,1,0,1,0,0.06,4
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,1,83,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,9,0,0,5,5,4.78,4.89,5,4.89,FALSE,1,1,0,0,0.34,4
1,0.75,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,6,1,3,3,182,30,365,30,30,365,365,30,365,TRUE,4,8,38,128,17,3,0,4.18,4,4.71,4.71,4.82,4.24,FALSE,1,1,0,0,0.67,5
0,0.25,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,45,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,180,4,0,0,4.75,5,4.5,5,4,5,TRUE,1,0,1,0,0.15,3
0.93,0.66,FALSE,1,1,TRUE,TRUE,Queens,Entire home/apt,4,1,2,2,155,1,20,1,1,20,20,1,20,TRUE,4,34,64,152,27,24,2,4.37,4.48,4.96,4.7,4.63,4.15,FALSE,2,2,0,0,5.13,6
1,0.93,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,50,14,1125,14,14,1125,1125,14,1125,TRUE,5,35,65,65,21,2,0,4.43,4.33,4.57,4.43,4.38,4.57,TRUE,1,0,1,0,0.98,7
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,81,30,30,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,FALSE,2,0,2,0,0.08,4
0.95,0.74,TRUE,0,0,TRUE,TRUE,Queens,Entire home/apt,3,1,1,2,99,1,28,1,2,1125,1125,1.7,1125,TRUE,4,33,53,53,42,28,4,4.81,4.93,4.81,4.9,4.9,4.83,FALSE,1,1,0,0,1.93,4
0.89073136,0,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,5,1,1,2,99,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,3,0,0,5,4.67,5,5,5,5,FALSE,1,1,0,0,0.13,6
0.78,0,FALSE,3,3,TRUE,TRUE,Manhattan,Entire home/apt,3,2,2,3,750,30,1125,30,30,1125,1125,30,1125,TRUE,23,53,83,358,1,0,0,5,5,4,5,5,5,FALSE,1,1,0,0,0.04,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Queens,Shared room,2,1.5,1,1,100,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,2,1,3,2,4,2,TRUE,1,0,0,1,0.04,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,1,1,1,1,175,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,4.5,5,5,5,5,FALSE,1,0,1,0,0.08,4
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,300,30,365,30,30,1125,1125,30,1125,TRUE,29,59,89,179,10,0,0,4.3,4.4,4.8,4.8,4.8,4,FALSE,1,1,0,0,0.41,5
0.89073136,0.768297462,TRUE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,6,1,2,3,300,6,1125,6,6,1125,1125,6,1125,TRUE,4,5,26,84,58,26,2,5,5,5,5,5,4.88,FALSE,1,1,0,0,2.48,2
1,1,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,172,4,27,4,4,27,27,4,27,TRUE,2,27,53,228,26,13,3,4.92,4.92,5,5,4.77,5,FALSE,2,2,0,0,1.16,7
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Queens,Private room,5,1,2,3,250,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,30,0,0,5,5,5,5,5,4.97,FALSE,2,1,1,0,1.31,6
1,1,FALSE,3,3,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,56,7,180,7,7,1125,1125,7,1125,TRUE,0,0,27,27,13,8,0,4.38,4.62,4.92,4.92,4.54,4.62,TRUE,3,0,3,0,0.5,7
0.89073136,0,FALSE,0,0,TRUE,TRUE,Manhattan,Private room,2,1,1,1,99,1,14,1,1,14,14,1,14,TRUE,0,0,0,0,5,0,0,4.75,4.75,4.75,4.75,4.5,4.5,FALSE,1,0,1,0,0.19,5
1,0.67,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,84,3,15,3,3,15,15,3,15,TRUE,23,44,44,44,29,21,2,4.93,5,4.93,4.86,4.72,4.93,FALSE,1,0,1,0,1.23,4
0.95,0.91,FALSE,55,55,TRUE,TRUE,Manhattan,Entire home/apt,6,1,3,3,240,30,365,30,30,365,365,30,365,TRUE,16,19,25,238,4,3,0,5,5,4.75,5,5,5,FALSE,56,56,0,0,1.48,6
1,1,TRUE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1,144,30,1125,30,30,1125,1125,30,1125,TRUE,3,3,17,292,12,0,0,5,5,5,5,5,4.83,FALSE,2,1,1,0,0.47,6
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Queens,Private room,1,1,1,1,48,30,31,30,30,1125,1125,30,1125,TRUE,0,0,0,0,7,0,0,4.86,4.86,4.86,5,4.86,4.86,TRUE,1,0,1,0,0.27,2
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1.323567139,1,55,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,5,0,0,5,4.6,5,5,5,5,FALSE,1,0,1,0,0.2,7
0.5,0.77,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,162,30,1125,30,30,1125,1125,30,1125,TRUE,0,6,19,173,1,0,0,5,4,5,5,5,5,TRUE,2,2,0,0,0.06,4
1,1,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,4,1,2,2,235,7,1125,7,7,1125,1125,7,1125,TRUE,1,11,30,123,21,17,3,4.48,4.19,5,4.86,5,4.62,TRUE,1,1,0,0,0.87,6
0.95,0.5,TRUE,2,2,TRUE,FALSE,Bronx,Private room,2,2,1,1,45,3,1125,3,3,1125,1125,3,1125,TRUE,12,42,72,347,11,8,0,5,4.82,5,5,4.91,5,FALSE,3,0,3,0,0.43,3
1,0.17,FALSE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,5,2,2,3,80,15,31,15,15,31,31,15,31,TRUE,0,0,1,63,18,0,0,4.78,4.72,4.89,4.89,5,4.83,FALSE,1,1,0,0,0.69,2
1,0.6,FALSE,173,173,TRUE,TRUE,Queens,Private room,1,1,1,1,39,30,1125,30,30,1125,1125,30,1125,TRUE,1,31,61,336,4,3,0,4,4,4.25,3.5,3.5,3.25,FALSE,162,33,129,0,0.27,8
0.81,0.84,FALSE,4,4,TRUE,TRUE,Brooklyn,Private room,2,2,4,4,40,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,93,2,1,0,5,5,5,5,5,5,FALSE,4,0,4,0,0.53,6
0.95,0.91,FALSE,55,55,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,1.593526985,160,30,365,30,30,365,365,30,365,TRUE,0,30,60,150,1,1,0,5,5,5,5,5,5,FALSE,56,56,0,0,0.2,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,1,1,1,1,90,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,3,3,2,3,4,2,FALSE,1,0,1,0,0.04,4
1,0.85,FALSE,0,0,TRUE,TRUE,Brooklyn,Shared room,1,1,1,1,29,5,31,5,5,1125,1125,5,1125,TRUE,0,0,4,94,15,0,0,4.6,4.8,4.87,4.93,4.93,4.73,FALSE,9,0,3,6,0.58,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,52,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.04,4
0.91,0.88,TRUE,7,7,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,66,1,1125,1,1,1125,1125,1,1125,TRUE,10,40,70,345,98,55,1,4.76,4.7,4.93,4.85,4.74,4.73,FALSE,7,0,7,0,17.5,4
1,0.88,FALSE,1,1,TRUE,TRUE,Queens,Entire home/apt,4,1,1,2,107,2,30,2,2,30,30,2,30,TRUE,17,44,74,349,24,15,1,4.71,4.5,4.79,4.79,4.71,4.5,FALSE,1,1,0,0,4.24,6
1,0.92,TRUE,5,5,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,100,1,29,1,1,1125,1125,1,1125,TRUE,18,48,78,168,38,27,4,4.89,4.89,4.89,4.92,4.68,4.87,TRUE,2,1,1,0,16.06,4
1,0.71,TRUE,3,3,TRUE,TRUE,Manhattan,Entire home/apt,4,1,2,3,377,5,1125,2,5,1125,1125,4.7,1125,TRUE,0,19,44,56,41,23,1,4.78,4.85,4.98,5,4.98,4.71,FALSE,1,1,0,0,5.28,8
0.89073136,0.5,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,125,7,60,7,7,60,60,7,60,TRUE,0,0,0,0,2,1,0,4.5,4.5,5,4,5,4.5,FALSE,1,1,0,0,0.08,4
0.89073136,0.768297462,TRUE,9,9,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,37,30,1125,30,30,1125,1125,30,1125,TRUE,0,3,33,308,1,0,0,5,4,5,4,4,4,FALSE,11,0,11,0,0.04,7
1,1,TRUE,0,0,TRUE,TRUE,Manhattan,Private room,2,1,1,1,104,3,30,2,3,1125,1125,3,1125,TRUE,1,5,14,59,132,77,6,4.94,4.89,4.96,4.97,4.62,4.9,TRUE,1,0,1,0,5.4,4
1,0.99,TRUE,4,4,TRUE,TRUE,Bronx,Private room,1,2,1,1,50,3,28,3,3,1125,1125,3,1125,TRUE,5,35,65,340,11,10,0,4.82,4.82,5,5,4.45,4.73,FALSE,3,0,3,0,0.47,5
0,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,8,1,2,4,285,30,120,30,30,1125,1125,30,1125,TRUE,30,60,90,270,19,3,0,4.42,4.74,4.68,4.84,4.84,4.63,FALSE,1,1,0,0,0.75,5
0.89073136,0.768297462,TRUE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,6,2,3,3,120,2,7,2,2,7,7,2,7,TRUE,0,2,32,307,7,0,0,4.86,5,5,4.71,5,5,FALSE,1,1,0,0,0.3,2
1,0.92,TRUE,0,0,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,45,2,7,2,2,7,7,2,7,TRUE,0,0,0,7,16,3,0,4.94,4.63,5,5,4.69,4.94,TRUE,1,0,1,0,0.65,5
0.81,0.28,FALSE,3,3,TRUE,FALSE,Manhattan,Entire home/apt,1,1,1,1,100,30,360,30,30,360,360,30,360,TRUE,0,0,4,279,4,1,0,5,5,5,5,5,4.5,FALSE,4,1,3,0,0.16,3
0.95,0.91,FALSE,55,55,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1.323567139,2,145,30,365,30,30,365,365,30,365,TRUE,1,1,2,277,2,0,0,4,4.5,4.5,5,5,4.5,FALSE,56,56,0,0,0.09,6
0.95,0.91,FALSE,55,55,TRUE,TRUE,Manhattan,Entire home/apt,5,1,2,3,150,30,365,30,30,365,365,30,365,TRUE,0,0,5,280,1,1,0,1,5,5,2,1,1,FALSE,56,56,0,0,0.27,6
0.91,0.88,TRUE,7,7,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,75,1,1125,1,1,1125,1125,1,1125,TRUE,25,55,85,175,127,39,0,4.85,4.78,4.97,4.84,4.82,4.77,FALSE,7,0,7,0,4.87,4
0.89073136,0.768297462,TRUE,0,0,TRUE,TRUE,Manhattan,Private room,2,1,1,2,85,2,30,2,2,1125,1125,2,1125,TRUE,0,0,0,0,11,0,0,4.91,4.82,5,5,4.73,4.64,TRUE,1,0,1,0,0.42,4
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,150,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,4,0,0,5,4.75,5,5,4.75,4.5,FALSE,1,1,0,0,0.15,8
1,0.94,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,2,125,1,3,1,1,1125,1125,1,1125,TRUE,11,41,71,71,6,6,2,4.83,4.67,4.83,5,4.33,4.17,FALSE,1,1,0,0,3.16,6
1,0.97,TRUE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,6,2,2,2,281,1,1125,1,30,1125,1125,19.1,1125,TRUE,7,37,67,157,20,20,4,4.95,4.85,5,4.9,5,4.85,FALSE,1,1,0,0,5.56,10
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Queens,Private room,3,1,1,2,159,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.08,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,81,30,30,30,30,30,30,30,30,TRUE,0,0,0,0,2,0,0,5,4.5,5,5,5,5,TRUE,1,0,1,0,0.09,7
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1.593526985,150,30,90,30,30,90,90,30,90,TRUE,29,59,89,364,1,0,0,5,5,5,5,5,4,TRUE,1,0,1,0,0.04,10
0.89073136,0.768297462,TRUE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,2,1,1,1,200,3,1125,3,3,1125,1125,3,1125,TRUE,0,1,1,89,43,31,0,4.91,4.98,4.98,5,5,4.95,FALSE,1,1,0,0,1.69,2
1,0.67,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,299,30,1125,30,30,1125,1125,30,1125,TRUE,22,52,82,172,9,2,0,5,5,4.89,5,4.44,4.67,TRUE,1,1,0,0,0.35,5
1,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,5,1,2,3,230,30,1125,30,30,1125,1125,30,1125,TRUE,2,13,13,212,11,6,1,5,5,5,5,4.91,5,FALSE,1,1,0,0,1.04,5
1,1,FALSE,3,3,TRUE,TRUE,Queens,Entire home/apt,6,4,4,4,413,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,365,4,1,0,3.5,5,3.75,3.25,4.5,3.25,FALSE,6,6,0,0,0.18,6
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,5,2,2,3,120,1,100,1,1,100,100,1,100,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.08,2
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Staten Island,Private room,2,1.5,1,1.593526985,75,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,4,5,TRUE,2,0,2,0,0.09,6
0.5,0.53,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,95,6,32,6,6,32,32,6,32,TRUE,0,0,13,13,6,3,0,4.5,4.83,5,4.83,4.33,4.33,FALSE,1,1,0,0,1.67,6
1,0.99,TRUE,3,3,TRUE,TRUE,Manhattan,Private room,2,1,1,1,445,2,60,2,3,1125,1125,2.1,1125,TRUE,21,49,53,53,71,19,3,5,4.99,5,4.99,4.97,4.92,FALSE,3,0,3,0,2.71,4
1,1,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,100,5,30,5,5,1125,1125,5,1125,TRUE,7,37,67,342,10,5,0,3.9,3.5,3.8,4.2,4.6,4,TRUE,1,1,0,0,0.41,4
1,0.56,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,5,2,2,2,290,4,20,4,4,20,20,4,20,TRUE,2,29,29,92,1,0,0,4,4,5,5,5,5,FALSE,1,1,0,0,0.04,5
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Manhattan,Private room,2,1,2,2,200,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,90,5,0,0,4.8,5,4.8,5,4.6,4.4,FALSE,1,0,1,0,0.19,1
0.9,0,FALSE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,150,30,120,30,30,120,120,30,120,TRUE,0,19,49,139,2,0,0,4.5,4.5,5,4.5,4.5,4.5,FALSE,2,2,0,0,0.08,7
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,2,500,30,31,30,30,31,31,30,31,TRUE,30,60,90,365,4,0,0,5,4.75,5,5,5,5,TRUE,1,1,0,0,0.16,6
0,0,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,40,30,1125,30,30,1125,1125,30,1125,TRUE,0,4,10,285,4,0,0,4.67,4.67,4.67,4.67,5,4.67,FALSE,1,0,1,0,0.16,5
0.91,0.88,TRUE,7,7,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,75,1,1125,1,1,1125,1125,1,1125,TRUE,20,50,80,170,63,31,4,4.81,4.86,4.92,4.83,4.78,4.73,FALSE,7,0,7,0,19.29,4
0,0,FALSE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,4,2,2,2,227,30,90,30,30,90,90,30,90,TRUE,0,5,5,68,3,0,0,5,5,5,5,5,4.5,FALSE,1,1,0,0,0.12,2
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,85,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,4.5,FALSE,2,2,0,0,0.08,5
0.98,0.97,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,68,2,1125,1,3,1125,1125,2.9,1125,TRUE,8,33,63,338,16,16,3,4.81,4.63,4.94,4.94,5,4.81,TRUE,5,0,5,0,2.87,4
0.89073136,0.75,TRUE,1,1,TRUE,TRUE,Queens,Entire home/apt,3,1,1,2,85,1,1125,1,1,1125,1125,1,1125,TRUE,0,0,0,0,57,0,0,4.89,4.95,4.93,4.91,4.82,4.79,FALSE,1,1,0,0,2.56,5
1,1,FALSE,11,11,TRUE,TRUE,Queens,Private room,2,1,1,1,70,30,90,30,30,1125,1125,30,1125,TRUE,0,0,0,3,45,0,0,4.8,4.98,4.89,4.78,4.71,4.82,TRUE,4,0,4,0,1.76,6
1,1,FALSE,11,11,TRUE,TRUE,Queens,Private room,2,1,1,1,70,30,90,30,30,1125,1125,30,1125,TRUE,0,0,0,3,41,1,0,4.83,5,4.83,4.8,4.8,4.66,TRUE,4,0,4,0,1.68,6
1,0.85,FALSE,3,3,TRUE,TRUE,Manhattan,Private room,1,1.5,1,1,99,2,14,2,2,14,14,2,14,TRUE,17,47,77,77,4,1,1,4,4,4,4,4,3.75,FALSE,4,0,4,0,0.19,6
0.9,0.5,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,1,200,30,1125,30,30,1125,1125,30,1125,TRUE,8,27,57,147,9,0,0,5,5,5,5,4.67,4.89,FALSE,1,1,0,0,0.34,6
0,0,FALSE,2,2,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1.593526985,235,30,365,30,30,365,365,30,365,TRUE,29,59,89,89,4,0,0,4.75,4.5,4.5,5,5,4.5,FALSE,2,2,0,0,0.15,2
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,4,1,2,3,169,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,6,0,0,4.83,5,5,5,5,5,FALSE,1,1,0,0,0.25,3
